example_id,source_lang,target_lang,source_text,target_text,domain,register,source_type,source_name,source_url,license,translator,review_status,notes
fra-eng-071186,fra,eng,Elle doit être plus prudente.,,,,,,,CC-BY-4.0,,,
fra-eng-071187,fra,eng,Elle est décédée il y a deux jours.,,,,,,,CC-BY-4.0,,,
fra-eng-071188,fra,eng,Elle l'attendit patiemment.,,,,,,,CC-BY-4.0,,,
fra-eng-071189,fra,eng,Elle joue au golf tous les weekends.,,,,,,,CC-BY-4.0,,,
fra-eng-071190,fra,eng,Elle l'a supplié de rester.,,,,,,,CC-BY-4.0,,,
fra-eng-071191,fra,eng,Elle faisait semblant de ne pas m'entendre.,,,,,,,CC-BY-4.0,,,
fra-eng-071192,fra,eng,Elle mit son chapeau pour sortir.,,,,,,,CC-BY-4.0,,,
fra-eng-071193,fra,eng,Elle rentra tranquillement dans la pièce.,,,,,,,CC-BY-4.0,,,
fra-eng-071194,fra,eng,Elle parlait rarement à qui que ce soit.,,,,,,,CC-BY-4.0,,,
fra-eng-071195,fra,eng,Elle me lança un regard suspect.,,,,,,,CC-BY-4.0,,,
fra-eng-071196,fra,eng,Elle a répété son nom lentement.,,,,,,,CC-BY-4.0,,,
fra-eng-071197,fra,eng,Elle répéta lentement son nom.,,,,,,,CC-BY-4.0,,,
fra-eng-071198,fra,eng,Elle va à l'école en vélo.,,,,,,,CC-BY-4.0,,,
fra-eng-071199,fra,eng,Elle a vu hier un homme de grande taille.,,,,,,,CC-BY-4.0,,,
fra-eng-071200,fra,eng,Elle le vit briser la fenêtre.,,,,,,,CC-BY-4.0,,,
fra-eng-071201,fra,eng,Elle l'a vu briser la fenêtre.,,,,,,,CC-BY-4.0,,,
fra-eng-071202,fra,eng,Elle semble avoir été heureuse.,,,,,,,CC-BY-4.0,,,
fra-eng-071203,fra,eng,Elle glissa son bras dans le sien.,,,,,,,CC-BY-4.0,,,
fra-eng-071204,fra,eng,Elle enfila ses vêtements.,,,,,,,CC-BY-4.0,,,
fra-eng-071205,fra,eng,Elle se met parfois à déprimer.,,,,,,,CC-BY-4.0,,,
fra-eng-071206,fra,eng,Elle me parla avec un sourire.,,,,,,,CC-BY-4.0,,,
fra-eng-071207,fra,eng,Elle m'a parlé avec le sourire.,,,,,,,CC-BY-4.0,,,
fra-eng-071208,fra,eng,Elle me parla avec le sourire.,,,,,,,CC-BY-4.0,,,
fra-eng-071209,fra,eng,Elle a pressé un citron pour le thé.,,,,,,,CC-BY-4.0,,,
fra-eng-071210,fra,eng,Elle cessa d'interpréter la chanson.,,,,,,,CC-BY-4.0,,,
fra-eng-071211,fra,eng,Elle lui suggéra de l'essayer.,,,,,,,CC-BY-4.0,,,
fra-eng-071212,fra,eng,Elle enseigne l'anglais aux étudiants.,,,,,,,CC-BY-4.0,,,
fra-eng-071213,fra,eng,Elle le remercia pour son aide.,,,,,,,CC-BY-4.0,,,
fra-eng-071214,fra,eng,Elle l'a remercié pour son aide.,,,,,,,CC-BY-4.0,,,
fra-eng-071215,fra,eng,Elle le remercia pour son assistance.,,,,,,,CC-BY-4.0,,,
fra-eng-071216,fra,eng,Elle l'a remercié pour son assistance.,,,,,,,CC-BY-4.0,,,
fra-eng-071217,fra,eng,Elle participa au concours.,,,,,,,CC-BY-4.0,,,
fra-eng-071218,fra,eng,Elle a essayé la robe de soirée.,,,,,,,CC-BY-4.0,,,
fra-eng-071219,fra,eng,Elle a décliné sa proposition.,,,,,,,CC-BY-4.0,,,
fra-eng-071220,fra,eng,Elle refusa notre proposition.,,,,,,,CC-BY-4.0,,,
fra-eng-071221,fra,eng,Elle l'a attendu longtemps.,,,,,,,CC-BY-4.0,,,
fra-eng-071222,fra,eng,Elle attendit patiemment après lui.,,,,,,,CC-BY-4.0,,,
fra-eng-071223,fra,eng,Elle veut sortir avec lui.,,,,,,,CC-BY-4.0,,,
fra-eng-071224,fra,eng,Elle était absorbée par son travail.,,,,,,,CC-BY-4.0,,,
fra-eng-071225,fra,eng,Elle a été bannie du cercle.,,,,,,,CC-BY-4.0,,,
fra-eng-071226,fra,eng,Elle a été trompée par un ami.,,,,,,,CC-BY-4.0,,,
fra-eng-071227,fra,eng,Elle était vêtue tout de noir.,,,,,,,CC-BY-4.0,,,
fra-eng-071228,fra,eng,Elle a été blessée dans l'accident.,,,,,,,CC-BY-4.0,,,
fra-eng-071229,fra,eng,Elle était au bord de l'évanouissement.,,,,,,,CC-BY-4.0,,,
fra-eng-071230,fra,eng,Elle était présente à cette réunion.,,,,,,,CC-BY-4.0,,,
fra-eng-071231,fra,eng,Elle était assise sous un arbre.,,,,,,,CC-BY-4.0,,,
fra-eng-071232,fra,eng,Elle ne faisait que bavarder.,,,,,,,CC-BY-4.0,,,
fra-eng-071233,fra,eng,Elle parlait tout le temps.,,,,,,,CC-BY-4.0,,,
fra-eng-071234,fra,eng,Elle était là ce matin.,,,,,,,CC-BY-4.0,,,
fra-eng-071235,fra,eng,Elle était trop choquée pour parler.,,,,,,,CC-BY-4.0,,,
fra-eng-071236,fra,eng,Elle se rendit au zoo avec lui.,,,,,,,CC-BY-4.0,,,
fra-eng-071237,fra,eng,Elle s'est rendue au zoo avec lui.,,,,,,,CC-BY-4.0,,,
fra-eng-071238,fra,eng,Elle alla au zoo avec lui.,,,,,,,CC-BY-4.0,,,
fra-eng-071239,fra,eng,Elle est allée au zoo avec lui.,,,,,,,CC-BY-4.0,,,
fra-eng-071240,fra,eng,Elle sera là dans peu de temps.,,,,,,,CC-BY-4.0,,,
fra-eng-071241,fra,eng,Elle viendra si vous le lui demandez.,,,,,,,CC-BY-4.0,,,
fra-eng-071242,fra,eng,Elle ne voulait pas lui donner de cadeau.,,,,,,,CC-BY-4.0,,,
fra-eng-071243,fra,eng,Elle ne lui donnerait pas de cadeau.,,,,,,,CC-BY-4.0,,,
fra-eng-071244,fra,eng,Elle lui écrit chaque semaine.,,,,,,,CC-BY-4.0,,,
fra-eng-071245,fra,eng,Elle est membre d'une société d'étudiantes.,,,,,,,CC-BY-4.0,,,
fra-eng-071246,fra,eng,Elle est mère isolée de deux enfants.,,,,,,,CC-BY-4.0,,,
fra-eng-071247,fra,eng,Elle est meilleure à ça que je ne le suis.,,,,,,,CC-BY-4.0,,,
fra-eng-071248,fra,eng,Elle est mariée à un étranger.,,,,,,,CC-BY-4.0,,,
fra-eng-071249,fra,eng,On ne l'invite pas aux fêtes.,,,,,,,CC-BY-4.0,,,
fra-eng-071250,fra,eng,Elle est sortie pour des chaussures.,,,,,,,CC-BY-4.0,,,
fra-eng-071251,fra,eng,Elle est sortie faire les magasins pour des chaussures.,,,,,,,CC-BY-4.0,,,
fra-eng-071252,fra,eng,Elle est bien connue comme chanteuse.,,,,,,,CC-BY-4.0,,,
fra-eng-071253,fra,eng,Elle est bien connue en tant que chanteuse.,,,,,,,CC-BY-4.0,,,
fra-eng-071254,fra,eng,Ne devrais-tu pas être au travail en ce moment ?,,,,,,,CC-BY-4.0,,,
fra-eng-071255,fra,eng,Ne devriez-vous pas être au travail maintenant ?,,,,,,,CC-BY-4.0,,,
fra-eng-071256,fra,eng,"Montre-moi comment faire, s'il te plaît.",,,,,,,CC-BY-4.0,,,
fra-eng-071257,fra,eng,"Montrez-moi comment faire, s'il vous plaît.",,,,,,,CC-BY-4.0,,,
fra-eng-071258,fra,eng,Dormir est essentiel à la santé.,,,,,,,CC-BY-4.0,,,
fra-eng-071259,fra,eng,Le sommeil est essentiel à la santé.,,,,,,,CC-BY-4.0,,,
fra-eng-071260,fra,eng,Smith est mort d'une crise cardiaque.,,,,,,,CC-BY-4.0,,,
fra-eng-071261,fra,eng,Certains animaux mangent leurs petits.,,,,,,,CC-BY-4.0,,,
fra-eng-071262,fra,eng,Une partie de l’argent a été volée.,,,,,,,CC-BY-4.0,,,
fra-eng-071263,fra,eng,Une partie de ces pommes sont abimées.,,,,,,,CC-BY-4.0,,,
fra-eng-071264,fra,eng,Certaines personnes se détendent en lisant.,,,,,,,CC-BY-4.0,,,
fra-eng-071265,fra,eng,Certains ne voulaient pas se battre.,,,,,,,CC-BY-4.0,,,
fra-eng-071266,fra,eng,Il y a certaines plaies que le temps ne referme jamais.,,,,,,,CC-BY-4.0,,,
fra-eng-071267,fra,eng,Quelqu'un lui a marché sur le pied.,,,,,,,CC-BY-4.0,,,
fra-eng-071268,fra,eng,Je connais quelqu'un qui passe une bonne journée.,,,,,,,CC-BY-4.0,,,
fra-eng-071269,fra,eng,Quelqu'un a pris la place de Tom.,,,,,,,CC-BY-4.0,,,
fra-eng-071270,fra,eng,Quelqu'un joue du piano.,,,,,,,CC-BY-4.0,,,
fra-eng-071271,fra,eng,Quelqu'un a neutralisé l'alarme.,,,,,,,CC-BY-4.0,,,
fra-eng-071272,fra,eng,Quelqu'un a débranché l'alarme.,,,,,,,CC-BY-4.0,,,
fra-eng-071273,fra,eng,Quelqu'un a éteint l'alarme.,,,,,,,CC-BY-4.0,,,
fra-eng-071274,fra,eng,Je me laisse parfois emporter.,,,,,,,CC-BY-4.0,,,
fra-eng-071275,fra,eng,"Parfois, je manque d'argent.",,,,,,,CC-BY-4.0,,,
fra-eng-071276,fra,eng,"Parfois, je suis à court d'argent.",,,,,,,CC-BY-4.0,,,
fra-eng-071277,fra,eng,"Des fois, ce n'est pas si simple.",,,,,,,CC-BY-4.0,,,
fra-eng-071278,fra,eng,"Désolé, je ne peux pas rester longtemps.",,,,,,,CC-BY-4.0,,,
fra-eng-071279,fra,eng,"Désolée, je ne peux pas rester longtemps.",,,,,,,CC-BY-4.0,,,
fra-eng-071280,fra,eng,L'Espagne est un pays développé.,,,,,,,CC-BY-4.0,,,
fra-eng-071281,fra,eng,L'espagnol est sa langue maternelle.,,,,,,,CC-BY-4.0,,,
fra-eng-071282,fra,eng,Tenez-vous à l'écart de ma copine !,,,,,,,CC-BY-4.0,,,
fra-eng-071283,fra,eng,Tiens-toi à l'écart de ma copine !,,,,,,,CC-BY-4.0,,,
fra-eng-071284,fra,eng,Reste loin de ma moto.,,,,,,,CC-BY-4.0,,,
fra-eng-071285,fra,eng,Restez loin de ma moto.,,,,,,,CC-BY-4.0,,,
fra-eng-071286,fra,eng,Arrête d'agir aussi stupidement !,,,,,,,CC-BY-4.0,,,
fra-eng-071287,fra,eng,Arrêtez d'agir comme une telle idiote.,,,,,,,CC-BY-4.0,,,
fra-eng-071288,fra,eng,Arrête de tourner autour du pot.,,,,,,,CC-BY-4.0,,,
fra-eng-071289,fra,eng,Arrêtez de tourner autour du pot.,,,,,,,CC-BY-4.0,,,
fra-eng-071290,fra,eng,Arrêtez de draguer ma sœur !,,,,,,,CC-BY-4.0,,,
fra-eng-071291,fra,eng,Arrête de draguer ma sœur !,,,,,,,CC-BY-4.0,,,
fra-eng-071292,fra,eng,Arrête de me dévisager comme cela.,,,,,,,CC-BY-4.0,,,
fra-eng-071293,fra,eng,Arrête de me parler de Tom.,,,,,,,CC-BY-4.0,,,
fra-eng-071294,fra,eng,Arrêtez ! Vous me faites rougir.,,,,,,,CC-BY-4.0,,,
fra-eng-071295,fra,eng,Arrête ! Tu me fais rougir.,,,,,,,CC-BY-4.0,,,
fra-eng-071296,fra,eng,Il faut battre le fer tant qu'il est chaud.,,,,,,,CC-BY-4.0,,,
fra-eng-071297,fra,eng,Une telle personne est rarement ennuyeuse.,,,,,,,CC-BY-4.0,,,
fra-eng-071298,fra,eng,Un tel projet est voué à l'échec.,,,,,,,CC-BY-4.0,,,
fra-eng-071299,fra,eng,Tout à coup la lumière s'éteignit.,,,,,,,CC-BY-4.0,,,
fra-eng-071300,fra,eng,La chirurgie est la meilleure solution.,,,,,,,CC-BY-4.0,,,
fra-eng-071301,fra,eng,Prenez soin des enfants.,,,,,,,CC-BY-4.0,,,
fra-eng-071302,fra,eng,Prends celui que tu préfères.,,,,,,,CC-BY-4.0,,,
fra-eng-071303,fra,eng,Des larmes coulaient sur ses joues.,,,,,,,CC-BY-4.0,,,
fra-eng-071304,fra,eng,Dis à Tom de rester là où il se trouve.,,,,,,,CC-BY-4.0,,,
fra-eng-071305,fra,eng,Dis à Tom ce que tu veux faire.,,,,,,,CC-BY-4.0,,,
fra-eng-071306,fra,eng,Dites à Tom ce que vous voulez faire.,,,,,,,CC-BY-4.0,,,
fra-eng-071307,fra,eng,Dites-moi encore une fois où vous vivez.,,,,,,,CC-BY-4.0,,,
fra-eng-071308,fra,eng,Dis-moi encore une fois où tu vis.,,,,,,,CC-BY-4.0,,,
fra-eng-071309,fra,eng,Dis-moi comment jouer au jeu.,,,,,,,CC-BY-4.0,,,
fra-eng-071310,fra,eng,Dites-moi que ce n'est pas en train d'arriver !,,,,,,,CC-BY-4.0,,,
fra-eng-071311,fra,eng,Dites-moi que ce n'est pas en train de se produire !,,,,,,,CC-BY-4.0,,,
fra-eng-071312,fra,eng,Dites-moi que ce n'est pas en train d'avoir lieu !,,,,,,,CC-BY-4.0,,,
fra-eng-071313,fra,eng,Dis-moi ce qui s'est réellement passé !,,,,,,,CC-BY-4.0,,,
fra-eng-071314,fra,eng,Dites-moi ce qui s'est réellement passé !,,,,,,,CC-BY-4.0,,,
fra-eng-071315,fra,eng,Dites-moi ce qui s'est vraiment passé !,,,,,,,CC-BY-4.0,,,
fra-eng-071316,fra,eng,Dites-moi ce qui est vraiment arrivé !,,,,,,,CC-BY-4.0,,,
fra-eng-071317,fra,eng,Dis-moi ce qui s'est vraiment passé !,,,,,,,CC-BY-4.0,,,
fra-eng-071318,fra,eng,Dis-moi ce qui est vraiment arrivé !,,,,,,,CC-BY-4.0,,,
fra-eng-071319,fra,eng,Dites-moi ce qui a vraiment eu lieu !,,,,,,,CC-BY-4.0,,,
fra-eng-071320,fra,eng,Dis-moi ce qui a vraiment eu lieu !,,,,,,,CC-BY-4.0,,,
fra-eng-071321,fra,eng,Le tennis est mon sport préféré.,,,,,,,CC-BY-4.0,,,
fra-eng-071322,fra,eng,Merci à tous d'être là.,,,,,,,CC-BY-4.0,,,
fra-eng-071323,fra,eng,Merci à toutes d'être là.,,,,,,,CC-BY-4.0,,,
fra-eng-071324,fra,eng,Merci. Nous ferons de notre mieux.,,,,,,,CC-BY-4.0,,,
fra-eng-071325,fra,eng,Merci de ta contribution.,,,,,,,CC-BY-4.0,,,
fra-eng-071326,fra,eng,Merci pour votre contribution.,,,,,,,CC-BY-4.0,,,
fra-eng-071327,fra,eng,Merci pour votre prompte réponse !,,,,,,,CC-BY-4.0,,,
fra-eng-071328,fra,eng,Cet article n'est plus en stock.,,,,,,,CC-BY-4.0,,,
fra-eng-071329,fra,eng,Ce bébé est gras et en bonne santé.,,,,,,,CC-BY-4.0,,,
fra-eng-071330,fra,eng,Ce bébé est dodu et en bonne santé.,,,,,,,CC-BY-4.0,,,
fra-eng-071331,fra,eng,Ce livre comptait de nombreuses pages.,,,,,,,CC-BY-4.0,,,
fra-eng-071332,fra,eng,Ce livre avait beaucoup de pages.,,,,,,,CC-BY-4.0,,,
fra-eng-071333,fra,eng,Ce garçon sait parler anglais.,,,,,,,CC-BY-4.0,,,
fra-eng-071334,fra,eng,Ce pont est fait de pierres.,,,,,,,CC-BY-4.0,,,
fra-eng-071335,fra,eng,Ce pont est de pierre.,,,,,,,CC-BY-4.0,,,
fra-eng-071336,fra,eng,La balle m'était destinée.,,,,,,,CC-BY-4.0,,,
fra-eng-071337,fra,eng,La voiture devrait être dans un musée.,,,,,,,CC-BY-4.0,,,
fra-eng-071338,fra,eng,Ça revient au même.,,,,,,,CC-BY-4.0,,,
fra-eng-071339,fra,eng,Ils se pourrait que cet ordinateur ne fonctionne pas.,,,,,,,CC-BY-4.0,,,
fra-eng-071340,fra,eng,Cela aurait pu être évité.,,,,,,,CC-BY-4.0,,,
fra-eng-071341,fra,eng,Cela aurait pu m'arriver.,,,,,,,CC-BY-4.0,,,
fra-eng-071342,fra,eng,Ça ne m'est même pas venu à l'esprit.,,,,,,,CC-BY-4.0,,,
fra-eng-071343,fra,eng,Ça ne le fait pas.,,,,,,,CC-BY-4.0,,,
fra-eng-071344,fra,eng,Ça ne signifie pas que je puis rester.,,,,,,,CC-BY-4.0,,,
fra-eng-071345,fra,eng,Cette robe lui allait à merveille.,,,,,,,CC-BY-4.0,,,
fra-eng-071346,fra,eng,Cette robe lui allait à ravir.,,,,,,,CC-BY-4.0,,,
fra-eng-071347,fra,eng,Cette robe vous va bien.,,,,,,,CC-BY-4.0,,,
fra-eng-071348,fra,eng,Ce type m'horripile.,,,,,,,CC-BY-4.0,,,
fra-eng-071349,fra,eng,Ce type me dégoûte.,,,,,,,CC-BY-4.0,,,
fra-eng-071350,fra,eng,Il se trouve que c'est la vérité.,,,,,,,CC-BY-4.0,,,
fra-eng-071351,fra,eng,C'est devenu démodé.,,,,,,,CC-BY-4.0,,,
fra-eng-071352,fra,eng,Ce cheval coûte très cher.,,,,,,,CC-BY-4.0,,,
fra-eng-071353,fra,eng,Ce n'est pas votre affaire.,,,,,,,CC-BY-4.0,,,
fra-eng-071354,fra,eng,C'est pas tes affaires.,,,,,,,CC-BY-4.0,,,
fra-eng-071355,fra,eng,C'est ce que nous voulons savoir.,,,,,,,CC-BY-4.0,,,
fra-eng-071356,fra,eng,C’est ce que nous voulons savoir.,,,,,,,CC-BY-4.0,,,
fra-eng-071357,fra,eng,Ce n'est pas le cas au Japon.,,,,,,,CC-BY-4.0,,,
fra-eng-071358,fra,eng,Ce monsieur est tout à fait ivre.,,,,,,,CC-BY-4.0,,,
fra-eng-071359,fra,eng,Ce message a été envoyé par Tom.,,,,,,,CC-BY-4.0,,,
fra-eng-071360,fra,eng,Ce film était assez chiant.,,,,,,,CC-BY-4.0,,,
fra-eng-071361,fra,eng,Ce film était plutôt ennuyant.,,,,,,,CC-BY-4.0,,,
fra-eng-071362,fra,eng,Ça ne m'a jamais gêné.,,,,,,,CC-BY-4.0,,,
fra-eng-071363,fra,eng,Ça ne m'a jamais gênée.,,,,,,,CC-BY-4.0,,,
fra-eng-071364,fra,eng,Ce vieux livre est une réelle trouvaille.,,,,,,,CC-BY-4.0,,,
fra-eng-071365,fra,eng,Ce problème n'est pas important.,,,,,,,CC-BY-4.0,,,
fra-eng-071366,fra,eng,Ça me rappelle mon père.,,,,,,,CC-BY-4.0,,,
fra-eng-071367,fra,eng,Ce magasin a beaucoup de clients.,,,,,,,CC-BY-4.0,,,
fra-eng-071368,fra,eng,Cela devrait durer trois semaines.,,,,,,,CC-BY-4.0,,,
fra-eng-071369,fra,eng,Cela aurait dû être prévu.,,,,,,,CC-BY-4.0,,,
fra-eng-071370,fra,eng,Cette petite étoile est la plus brillante.,,,,,,,CC-BY-4.0,,,
fra-eng-071371,fra,eng,Cela semble être une bonne affaire.,,,,,,,CC-BY-4.0,,,
fra-eng-071372,fra,eng,Ça a l'air d'être une bonne idée.,,,,,,,CC-BY-4.0,,,
fra-eng-071373,fra,eng,Cette équipe a de bons joueurs.,,,,,,,CC-BY-4.0,,,
fra-eng-071374,fra,eng,Ce manuel est obsolète.,,,,,,,CC-BY-4.0,,,
fra-eng-071375,fra,eng,Cette cravate te va très bien.,,,,,,,CC-BY-4.0,,,
fra-eng-071376,fra,eng,C'était dingue de faire ça.,,,,,,,CC-BY-4.0,,,
fra-eng-071377,fra,eng,C'était notre première rencontre.,,,,,,,CC-BY-4.0,,,
fra-eng-071378,fra,eng,Ce fut notre première rencontre.,,,,,,,CC-BY-4.0,,,
fra-eng-071379,fra,eng,Ce fut notre rencontre initiale.,,,,,,,CC-BY-4.0,,,
fra-eng-071380,fra,eng,"C'était l'idée, non ?",,,,,,,CC-BY-4.0,,,
fra-eng-071381,fra,eng,"Ce n'était pas exact, si ?",,,,,,,CC-BY-4.0,,,
fra-eng-071382,fra,eng,Cela ne faisait pas partie du plan.,,,,,,,CC-BY-4.0,,,
fra-eng-071383,fra,eng,Ce n'était pas très sympa de ta part.,,,,,,,CC-BY-4.0,,,
fra-eng-071384,fra,eng,Ce n'était pas très gentil de votre part.,,,,,,,CC-BY-4.0,,,
fra-eng-071385,fra,eng,Ce serait presque parfait.,,,,,,,CC-BY-4.0,,,
fra-eng-071386,fra,eng,Ce serait peu professionnel.,,,,,,,CC-BY-4.0,,,
fra-eng-071387,fra,eng,Ce ne serait pas une bonne idée.,,,,,,,CC-BY-4.0,,,
fra-eng-071388,fra,eng,Cela ne serait pas approprié.,,,,,,,CC-BY-4.0,,,
fra-eng-071389,fra,eng,C'est une belle photo de toi.,,,,,,,CC-BY-4.0,,,
fra-eng-071390,fra,eng,C'est tout ce que j'attendais.,,,,,,,CC-BY-4.0,,,
fra-eng-071391,fra,eng,C'est un choix intéressant.,,,,,,,CC-BY-4.0,,,
fra-eng-071392,fra,eng,C'est parce que t'es une nana.,,,,,,,CC-BY-4.0,,,
fra-eng-071393,fra,eng,C'est exactement comme ça que je le veux.,,,,,,,CC-BY-4.0,,,
fra-eng-071394,fra,eng,C'est exactement ce que j'escompte.,,,,,,,CC-BY-4.0,,,
fra-eng-071395,fra,eng,C'est exactement ce dont j'avais besoin.,,,,,,,CC-BY-4.0,,,
fra-eng-071396,fra,eng,C'est exactement ce que Tom a dit.,,,,,,,CC-BY-4.0,,,
fra-eng-071397,fra,eng,C'est comme ça que je l'ai connue.,,,,,,,CC-BY-4.0,,,
fra-eng-071398,fra,eng,C'est la manière dont la plupart des gens le font.,,,,,,,CC-BY-4.0,,,
fra-eng-071399,fra,eng,Ce n'est que votre imagination.,,,,,,,CC-BY-4.0,,,
fra-eng-071400,fra,eng,Ce n'est que ton imagination.,,,,,,,CC-BY-4.0,,,
fra-eng-071401,fra,eng,"C'est mon problème, pas le tien.",,,,,,,CC-BY-4.0,,,
fra-eng-071402,fra,eng,"C'est mon problème, pas le vôtre.",,,,,,,CC-BY-4.0,,,
fra-eng-071403,fra,eng,Cela ne vous regarde pas.,,,,,,,CC-BY-4.0,,,
fra-eng-071404,fra,eng,Ce n'est pas un chat. c'est un chien.,,,,,,,CC-BY-4.0,,,
fra-eng-071405,fra,eng,Ce n'est pas tout ce qui s'est produit.,,,,,,,CC-BY-4.0,,,
fra-eng-071406,fra,eng,Ce n'est pas tout ce qui s'est passé.,,,,,,,CC-BY-4.0,,,
fra-eng-071407,fra,eng,Ce n'est pas tout ce qui est arrivé.,,,,,,,CC-BY-4.0,,,
fra-eng-071408,fra,eng,Ce n'est pas à toi d'en décider.,,,,,,,CC-BY-4.0,,,
fra-eng-071409,fra,eng,Ce n'est pas ainsi que je me le rappelle.,,,,,,,CC-BY-4.0,,,
fra-eng-071410,fra,eng,Ce n'est pas mon sujet préféré.,,,,,,,CC-BY-4.0,,,
fra-eng-071411,fra,eng,Ce n'est pas vraiment une solution.,,,,,,,CC-BY-4.0,,,
fra-eng-071412,fra,eng,Ce n'est pas vraiment mon problème.,,,,,,,CC-BY-4.0,,,
fra-eng-071413,fra,eng,Ce n'est pas ce que je viens d'entendre.,,,,,,,CC-BY-4.0,,,
fra-eng-071414,fra,eng,Ce n'est pas ce que j'étais en train de dire.,,,,,,,CC-BY-4.0,,,
fra-eng-071415,fra,eng,Ce n'est pas pour ça que je suis ici.,,,,,,,CC-BY-4.0,,,
fra-eng-071416,fra,eng,C'est la maison dans laquelle je suis resté.,,,,,,,CC-BY-4.0,,,
fra-eng-071417,fra,eng,C'est le seul moyen de le faire.,,,,,,,CC-BY-4.0,,,
fra-eng-071418,fra,eng,C'est la seule façon de le faire.,,,,,,,CC-BY-4.0,,,
fra-eng-071419,fra,eng,C'est la partie que je n'aime pas.,,,,,,,CC-BY-4.0,,,
fra-eng-071420,fra,eng,C'est la partie que j'ai préférée.,,,,,,,CC-BY-4.0,,,
fra-eng-071421,fra,eng,C'est la raison pour laquelle elle est en retard.,,,,,,,CC-BY-4.0,,,
fra-eng-071422,fra,eng,C'est totalement irresponsable.,,,,,,,CC-BY-4.0,,,
fra-eng-071423,fra,eng,C'est ce que je disais depuis le début.,,,,,,,CC-BY-4.0,,,
fra-eng-071424,fra,eng,C'est ce que j'aurais dû dire.,,,,,,,CC-BY-4.0,,,
fra-eng-071425,fra,eng,C'est ce que je voulais entendre.,,,,,,,CC-BY-4.0,,,
fra-eng-071426,fra,eng,C'est à ça que j'étais en train de travailler.,,,,,,,CC-BY-4.0,,,
fra-eng-071427,fra,eng,C'est ce que j'aimeras savoir.,,,,,,,CC-BY-4.0,,,
fra-eng-071428,fra,eng,C'est ce que je tente de faire.,,,,,,,CC-BY-4.0,,,
fra-eng-071429,fra,eng,C'est ce que je suis en train d'essayer de faire.,,,,,,,CC-BY-4.0,,,
fra-eng-071430,fra,eng,C'est ce que j'ai toujours dit.,,,,,,,CC-BY-4.0,,,
fra-eng-071431,fra,eng,C'est bien ce que j'ai dit depuis le départ !,,,,,,,CC-BY-4.0,,,
fra-eng-071432,fra,eng,C'est ce qui me rend nerveux.,,,,,,,CC-BY-4.0,,,
fra-eng-071433,fra,eng,C'est ce qui me rend nerveuse.,,,,,,,CC-BY-4.0,,,
fra-eng-071434,fra,eng,C'est ce qui me fait vraiment peur.,,,,,,,CC-BY-4.0,,,
fra-eng-071435,fra,eng,"C'est ce que tu fais, n'est-ce pas ?",,,,,,,CC-BY-4.0,,,
fra-eng-071436,fra,eng,"C'est ce que vous faites, n'est-ce pas ?",,,,,,,CC-BY-4.0,,,
fra-eng-071437,fra,eng,C'est ce qui m'a causé du souci.,,,,,,,CC-BY-4.0,,,
fra-eng-071438,fra,eng,C'est ce qui me rend malade.,,,,,,,CC-BY-4.0,,,
fra-eng-071439,fra,eng,C'est ce qui est le plus important.,,,,,,,CC-BY-4.0,,,
fra-eng-071440,fra,eng,C'est ce qui ne va pas chez toi.,,,,,,,CC-BY-4.0,,,
fra-eng-071441,fra,eng,C'est ce qui cloche chez vous.,,,,,,,CC-BY-4.0,,,
fra-eng-071442,fra,eng,C'est pourquoi il me faut le faire.,,,,,,,CC-BY-4.0,,,
fra-eng-071443,fra,eng,C'est pourquoi je me fais du souci pour toi.,,,,,,,CC-BY-4.0,,,
fra-eng-071444,fra,eng,C'est pourquoi je me fais du souci pour vous.,,,,,,,CC-BY-4.0,,,
fra-eng-071445,fra,eng,Les Jackson ont déménagé à Boston.,,,,,,,CC-BY-4.0,,,
fra-eng-071446,fra,eng,Les Smiths sont nos voisins.,,,,,,,CC-BY-4.0,,,
fra-eng-071447,fra,eng,La réponse à cela est évidente.,,,,,,,CC-BY-4.0,,,
fra-eng-071448,fra,eng,La pomme est tombée de l'arbre.,,,,,,,CC-BY-4.0,,,
fra-eng-071449,fra,eng,La pomme tomba de l'arbre.,,,,,,,CC-BY-4.0,,,
fra-eng-071450,fra,eng,La tentative s'est soldée par un échec.,,,,,,,CC-BY-4.0,,,
fra-eng-071451,fra,eng,Le bébé a été silencieux toute la nuit.,,,,,,,CC-BY-4.0,,,
fra-eng-071452,fra,eng,La banque est fermée le dimanche.,,,,,,,CC-BY-4.0,,,
fra-eng-071453,fra,eng,L'ours mangeait une pomme.,,,,,,,CC-BY-4.0,,,
fra-eng-071454,fra,eng,Le vélo s'arrêta en crissant.,,,,,,,CC-BY-4.0,,,
fra-eng-071455,fra,eng,L'ouvrage est très intéressant.,,,,,,,CC-BY-4.0,,,
fra-eng-071456,fra,eng,La bouteille se brisa en morceaux.,,,,,,,CC-BY-4.0,,,
fra-eng-071457,fra,eng,Le garçon regarda dans la pièce.,,,,,,,CC-BY-4.0,,,
fra-eng-071458,fra,eng,Ce pain sent vraiment bon.,,,,,,,CC-BY-4.0,,,
fra-eng-071459,fra,eng,Ces frères se détestent.,,,,,,,CC-BY-4.0,,,
fra-eng-071460,fra,eng,Le seau était plein d'eau.,,,,,,,CC-BY-4.0,,,
fra-eng-071461,fra,eng,Le gâteau devrait être bientôt prêt.,,,,,,,CC-BY-4.0,,,
